,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,total_claim_amount,number_of_open_complaints,number_of_policies,coverage,education,gender,vehicle_size,Disabled,Employed,Medical Leave,Retired,Unemployed,Rural,Suburban,Urban,Divorced,Married,Single,Four-Door Car,Luxury Car,Luxury SUV,SUV,Sports Car,Two-Door Car,month,day,week
10,16.507737070880413,9.2140335438138,0.969921741115104,3.1354942159291497,1.6094379124341003,128.10645463972574,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,8.0
11,18.428425879366294,9.2140335438138,0.9753408253071787,3.295836866004329,4.465908118654584,137.02929931243267,0.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0
12,18.68787273441898,11.251898306178386,0.9753408253071787,2.1972245773362196,4.406719247264253,126.04692292117143,2.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0
13,18.696326559369364,11.511374262477492,0.9753408253071787,3.1354942159291497,3.2188758248682006,137.02929931243267,1.0,8.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0
14,16.941893603566477,11.334862826096648,0.9705178988540409,3.044522437723423,2.302585092994046,91.42486877364514,2.0,8.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,3.0
15,18.08878194306256,10.1104610706877,0.9692692063888416,2.4849066497880004,3.912023005428146,20.360364965137805,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,3.0
16,14.530293779098317,10.1285891855565,0.969921741115104,2.6390573296152584,1.9459101490553132,122.4870227607079,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,5.0
17,15.89818703803729,10.270038567145066,0.9745912352930072,2.4849066497880004,4.07753744390572,159.50299819876275,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0
18,17.14439477639481,10.842478669931058,0.970887515148272,2.1972245773362196,0.0,91.8352673713047,0.0,7.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,8.0
19,18.41302262063838,11.099528986535784,0.9745912352930072,2.3978952727983707,3.044522437723423,128.58143373310835,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0
20,14.879706267054592,10.9638613122168,0.9712369903141372,3.4339872044851463,3.044522437723423,101.93179153921662,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,19.0,7.0
21,15.060488181317758,9.531626451841742,0.9720326514398658,2.0794415416798357,3.8918202981106265,107.03730949792029,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,3.0
22,18.342071038889067,9.551942286417393,0.9707053316183792,2.5649493574615367,1.0986122886681098,133.76637952884423,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,4.0
23,14.38724215812372,9.2140335438138,0.9710646663389656,1.3862943611198906,3.784189633918261,142.0979605507258,3.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,8.0
24,14.313841470186524,9.790878608153474,0.9685519272321124,3.4011973816621555,4.51085950651685,119.44688694004208,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0
25,17.199606271058567,11.488028081415713,0.970887515148272,3.091042453358316,0.0,109.13628118095892,0.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,4.0
26,15.899127246589575,9.2140335438138,0.9754165493286486,2.70805020110221,3.8501476017100584,186.5461069111788,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,9.0
27,16.917914257110898,9.260177606823355,0.9770913131099286,3.4965075614664802,4.1588830833596715,134.74776799537983,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,12.0,6.0
28,20.13680975707628,11.368870319974983,0.9754165493286486,3.4965075614664802,3.9889840465642745,137.95653707240783,2.0,2.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0
29,15.256392229738001,11.234401330303212,0.9721797523149539,2.833213344056216,3.784189633918261,108.04811367443779,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0
30,14.392732273910081,10.050095572172218,0.9690377664781529,1.3862943611198906,1.791759469228055,94.78166396462673,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,9.0
31,18.342071038889067,11.097394869378626,0.9738254873931526,0.0,2.6390573296152584,153.6875831272801,0.0,6.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,3.0
32,16.490872748388952,9.2140335438138,0.969493466664642,2.9444389791664403,4.02535169073515,91.65030354417492,0.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,4.0
33,16.70186543571366,10.905955980651335,0.9690377664781529,3.332204510175204,2.833213344056216,90.36631418827659,0.0,6.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,3.0
34,16.643247304214576,10.52567564415558,0.9687987975547182,2.9444389791664403,3.7376696182833684,8.855939968333871,0.0,8.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,6.0
35,17.16488412657208,11.141673360031692,0.9707053316183792,2.3978952727983707,3.6888794541139363,67.36230767681579,0.0,6.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0
36,20.425680167306794,10.652660561358601,0.9758434925642859,2.302585092994046,4.127134385045092,143.4748875838091,0.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0
37,18.04900521245144,11.092945524503815,0.9735828629870725,2.9444389791664403,4.454347296253507,118.9594180029841,0.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0
38,15.110290382949687,9.2140335438138,0.9734695941351584,1.9459101490553132,4.3694478524670215,159.60528401408152,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,4.0
39,14.47550803059109,10.882621619531593,0.9697108754235011,1.3862943611198906,2.70805020110221,55.295906041339414,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0
40,14.631268317351935,9.2140335438138,0.9705178988540409,1.9459101490553132,0.0,128.48619768064918,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,3.0
41,14.767738824445258,10.821197277163698,0.9707053316183792,1.0986122886681098,3.4657359027997265,10.509137817266833,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,2.0
42,15.892997112854573,11.002449779968526,0.9744059905740807,2.4849066497880004,3.332204510175204,200.8718847640675,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,4.0
43,19.929958736346386,10.674613774412663,0.9747692272868407,2.70805020110221,2.772588722239781,130.4752297411301,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,6.0
44,14.379070123470692,11.438568230984126,0.9685519272321124,2.70805020110221,4.02535169073515,88.20856990668402,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,8.0
45,20.11157873088305,9.22078562983772,0.9738254873931526,1.6094379124341003,1.3862943611198906,-0.5214092130936882,3.0,3.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,4.0
46,16.310570264791053,9.2140335438138,0.9710646663389656,1.9459101490553132,4.04305126783455,146.80420278961276,3.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,5.0
47,17.023841580978168,10.052683118897981,0.9707053316183792,1.9459101490553132,2.302585092994046,121.18663092529295,0.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,52.0
48,15.361863838220508,9.2140335438138,0.9736936491821692,2.3978952727983707,4.343805421853684,137.34327729492713,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0
49,14.186953596617688,9.2140335438138,0.9687987975547182,2.3978952727983707,4.02535169073515,92.73322030221897,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,3.0
50,18.342071038889067,10.118760209469768,0.9748556349804309,0.0,3.332204510175204,149.5633346447671,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,3.0
51,18.342071038889067,10.41000390471402,0.975023519264374,2.8903717578961645,4.553876891600541,133.29797102696145,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,2.0
52,18.332299900055588,10.49166303072945,0.9703249873324843,1.3862943611198906,3.6888794541139363,59.63561214497711,3.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,8.0
53,16.589181897263302,10.303403961713876,0.9692692063888416,2.9444389791664403,3.784189633918261,91.43843656810196,0.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,7.0
54,16.17786234147126,9.723223876851618,0.9755639436273548,2.995732273553991,3.258096538021482,192.142434253814,0.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,3.0
55,17.942306388508367,10.749849260583721,0.9735828629870725,0.0,3.970291913552122,118.9594180029841,0.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0
56,18.16346203935569,11.07827353542708,0.9692692063888416,3.1780538303479458,4.07753744390572,90.40328458080644,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,6.0
57,15.908787031176226,9.2140335438138,0.9745912352930072,3.367295829986474,2.4849066497880004,128.58143373310835,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,23.0,8.0
58,16.333665430297003,9.739143428972826,0.9762889619135289,3.5263605246161616,3.8501476017100584,169.8954776145899,2.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,4.0
59,15.992122850009903,9.360569085222874,0.9751851347801529,1.3862943611198906,4.584967478670572,135.16816271309784,0.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,9.0
60,16.302789253954142,9.776903400426676,0.969493466664642,0.0,3.58351893845611,92.50617746498877,1.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,52.0
61,18.38962690533285,9.349145334853365,0.9749403832321155,1.3862943611198906,3.912023005428146,132.35941232975694,0.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,3.0
62,15.357922456810378,9.2140335438138,0.9739080922545751,2.995732273553991,3.970291913552122,197.55866081982876,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2.0
63,18.342071038889067,11.10533309584589,0.9744995468740878,0.0,4.454347296253507,40.468935962251166,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,4.0
64,17.65815913666694,9.2140335438138,0.9690377664781529,3.044522437723423,3.332204510175204,164.7800284110022,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0
65,14.943173856793662,10.424154590332975,0.9710646663389656,3.367295829986474,4.2626798770413155,100.89998410802593,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,5.0
66,18.634564719722462,10.023357298386513,0.975490909970616,1.9459101490553132,4.0943445622221,138.88158813914202,0.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,4.0
67,19.738739746997563,11.026564785603751,0.974213041939455,1.6094379124341003,4.174387269895637,124.69578825264726,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,2.0
68,17.78039793209028,9.2140335438138,0.9740119000386572,2.5649493574615367,2.995732273553991,122.83990014156248,0.0,5.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,4.0
69,19.767988349965066,10.304911171484573,0.9746811110691377,2.833213344056216,0.0,131.62536347503269,0.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0
70,18.342071038889067,11.440473044710808,0.9755639436273548,2.833213344056216,2.4849066497880004,85.6336362870485,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,24.0,8.0
71,14.587066125903538,11.085000000931881,0.969493466664642,3.367295829986474,3.295836866004329,3.3707070355176754,0.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,6.0
72,14.389195046325879,10.197648591085619,0.9692692063888416,0.0,3.8501476017100584,91.43843656810196,2.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,6.0
73,17.746601116114093,9.2140335438138,0.9748556349804309,3.4011973816621555,1.0986122886681098,118.40789419793872,1.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0
74,16.671915214124724,11.233793403447164,0.969493466664642,1.6094379124341003,4.219507705176107,125.2042284733991,3.0,9.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,3.0
75,18.60028311907079,10.570906584523343,0.9710646663389656,3.295836866004329,3.6375861597263857,100.89998410802593,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,6.0
76,17.072139755420107,11.181792946644501,0.9707053316183792,2.833213344056216,3.871201010907891,14.919250917558305,0.0,6.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0
77,18.344127158371375,9.950418847220561,0.969921741115104,2.995732273553991,3.4965075614664802,94.62885154004034,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,7.0
78,19.631901128691087,10.569340614521527,0.9744059905740807,1.791759469228055,4.418840607796598,43.79434077415883,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0
79,18.342071038889067,11.023877640745798,0.9738254873931526,0.0,3.4011973816621555,117.09061562244571,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,27.0,8.0
80,18.351267413557597,9.2140335438138,0.9717268897124451,2.995732273553991,3.258096538021482,13.564292922310406,0.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,4.0
81,17.18650329323867,10.840874192705016,0.9712369903141372,3.1354942159291497,0.0,184.59821143617395,0.0,8.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,8.0
82,16.039694279708364,10.445172103888103,0.9746811110691377,2.4849066497880004,3.9889840465642745,129.52954822097823,0.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,4.0
83,14.477261407842361,10.6706284130044,0.9690377664781529,3.5553480614894135,2.70805020110221,90.36631418827659,0.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0
84,17.62610341553686,10.13547190851582,0.9734695941351584,3.332204510175204,4.23410650459726,126.76192383575518,0.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,4.0
85,18.2029816181666,10.512301584630322,0.9697108754235011,2.70805020110221,3.4657359027997265,94.46341695814293,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,9.0
86,17.27345148141829,10.047198210202428,0.9741135273314144,3.332204510175204,4.499809670330265,123.80327667693244,5.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,4.0
