,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,coverage,employmentstatus,location_code,vehicle_size,year_effective_to_date,month_effective_to_date,0,1,2,3,4,0,1,2,0,1,2,year_effective_to_date,month_effective_to_date
13,8819.018934,99845,110,23,25,1,8,528.0,0,0,0,0,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,1
14,5384.431665,83689,70,21,10,2,8,307.139132,0,0,2,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2011,1
15,7463.139377,24599,64,12,50,1,2,42.920271,0,0,1,0,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,1
16,2566.867823,25049,67,14,7,0,1,454.245098,0,2,0,0,2011,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
17,3945.241604,28855,101,12,59,0,1,647.442031,0,2,0,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
18,5710.333115,51148,72,9,1,0,7,308.981664,0,0,2,0,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
19,8162.617053,66140,101,11,21,0,3,484.8,2,0,0,1,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,1
20,2872.051273,57749,74,31,21,0,1,355.2,0,0,0,0,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,2
21,3041.791561,13789,79,8,49,0,1,379.2,1,3,0,0,2011,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2011,1
22,24127.50402,14072,71,13,3,0,2,511.2,0,2,0,0,2011,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2011,1
23,2450.190996,0,73,4,44,3,1,554.376763,0,1,0,0,2011,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2011,2
24,2392.10789,17870,61,30,91,0,1,439.2,0,3,0,0,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,2
25,5802.065978,97541,72,22,1,0,3,389.185006,0,0,0,2,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
26,3946.372085,0,111,15,47,0,1,799.2,2,1,0,1,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,2
27,5346.916576,10511,139,33,64,0,1,516.237951,1,3,2,0,2011,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,2
28,12902.56014,86584,111,33,54,2,2,532.8,2,0,0,2,2011,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,2
29,3235.360468,75690,80,17,44,1,1,384.0,1,0,0,1,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
30,2454.58354,23158,63,4,6,1,1,322.294043,0,0,0,1,2011,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
31,18975.45611,65999,237,1,14,0,6,615.927769,1,0,2,0,2011,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,1
32,4715.321344,0,65,19,56,0,3,308.15089,0,1,2,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
33,5018.885233,54500,63,28,17,0,6,302.4,0,0,0,1,2011,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,1
34,4932.916345,37260,62,19,42,0,8,15.437681,0,0,1,0,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,2
35,5744.229745,68987,71,11,40,0,6,204.475147,0,0,2,0,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
36,13891.73567,42305,117,10,62,0,2,561.6,2,0,0,1,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
37,7380.976717,65706,91,19,86,0,8,436.8,1,0,0,1,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
38,3090.034104,0,90,7,79,0,1,648.0,1,1,0,1,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
39,2521.633095,53243,66,4,15,2,1,157.397849,0,0,1,0,2011,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2011,2
40,2652.061785,0,70,7,1,1,1,484.318536,0,1,0,0,2011,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,1
41,2771.045031,50071,71,3,32,0,1,18.918935,0,0,1,0,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2011,1
42,3939.00637,60021,99,12,28,0,1,882.871945,1,0,0,1,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
43,12231.87968,43244,103,15,16,0,2,494.4,0,0,0,0,2011,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
44,2443.665166,92834,61,15,56,0,1,292.8,0,0,0,2,2011,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2011,2
45,12819.10289,10105,172,5,4,3,3,0.517753,2,3,1,0,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
46,4468.510542,0,73,7,57,3,5,579.165954,0,1,0,0,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
47,5514.344018,23218,71,7,10,0,4,447.79344,0,0,0,0,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
48,3343.875326,0,92,11,77,0,1,529.624084,1,1,0,0,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,2
49,2294.478927,0,62,11,56,0,1,313.023175,0,1,0,0,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
50,36707.42639,24804,104,1,28,0,2,593.830288,0,0,0,1,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
51,33473.34946,33190,106,18,95,0,2,508.8,0,0,0,0,2011,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2011,1
52,7983.431709,36014,69,4,40,3,2,173.956072,0,0,1,0,2011,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2011,2
53,4854.745666,29834,64,19,44,0,3,307.2,0,0,0,0,2011,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,2
54,4293.997319,16701,113,20,26,0,1,831.625979,2,3,0,1,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
55,7164.395543,46623,91,1,53,0,3,436.8,1,0,0,1,2011,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2011,2
56,7619.5158,64749,64,24,59,0,2,302.56519,0,0,2,0,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2011,2
57,3958.002823,0,101,29,12,0,1,484.8,0,1,0,1,2011,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
58,4499.493252,16969,124,34,47,2,1,704.768111,1,3,0,0,2011,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2011,1
59,4059.567414,11621,108,4,98,0,1,518.4,2,3,0,0,2011,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2011,2
60,4458.113369,17622,65,1,36,1,3,312.0,0,4,0,0,2011,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2011,1
61,8110.333139,11489,105,4,50,0,6,504.0,2,2,0,1,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
62,3339.764873,0,94,20,53,0,1,863.327324,1,1,0,1,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
63,24261.01777,66525,100,0,86,0,2,104.331355,0,0,1,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
64,6613.973653,0,63,21,28,0,2,676.391482,0,1,0,2,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
65,2930.693543,33663,73,29,71,0,1,350.4,0,0,0,0,2011,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
66,8672.194272,22547,112,7,60,0,3,537.6,0,0,0,0,2011,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2011,1
67,11638.66926,61486,97,5,65,0,2,465.258644,1,0,2,1,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
68,6846.150323,0,95,13,20,0,5,456.0,1,1,0,2,2011,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2011,1
69,11727.77648,29879,102,17,0,0,2,500.254235,2,3,0,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
70,22643.83478,93011,113,17,12,0,2,281.451042,0,0,1,0,2011,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2011,2
71,2614.474305,65186,65,29,27,0,1,5.434505,0,0,1,2,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
72,2451.752695,26840,64,1,47,2,1,307.2,0,2,0,0,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
73,6781.270203,0,104,30,3,1,5,982.399613,0,1,0,0,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,2
74,4974.801539,75644,65,5,68,3,9,467.803638,0,0,0,0,2011,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2011,1
75,8591.604933,38984,73,27,38,0,2,350.4,0,0,0,1,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
76,5592.161392,71811,71,17,48,0,6,29.03416,0,0,1,0,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,2
77,8009.472833,20961,67,20,33,0,2,321.6,0,0,0,0,2011,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
78,11318.08982,38923,99,6,83,2,2,115.728852,1,0,1,0,2011,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
79,58166.55351,61321,186,0,30,1,2,427.63121,0,0,1,1,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,2
80,8025.229358,0,77,20,26,0,2,25.807685,1,1,1,2,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
81,5780.182197,51066,74,23,0,0,8,787.993313,0,0,0,0,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,2
82,4118.539113,34378,102,12,54,0,1,489.6,0,0,0,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
83,2523.07015,43072,63,35,15,0,1,302.4,0,0,0,2,2011,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
84,6554.216396,25222,90,28,69,0,3,475.623251,1,3,0,1,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
85,7703.397294,36765,66,15,32,1,2,320.849072,0,0,0,0,2011,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
86,5926.729379,23091,96,28,90,5,5,460.8,1,4,0,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
87,2683.470677,48269,69,3,79,3,1,282.151207,0,0,2,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,1
88,2695.182419,32720,67,13,12,0,1,321.6,0,0,0,0,2011,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2011,2
89,6047.02516,20396,76,15,60,1,4,364.8,1,0,0,0,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
90,13171.01282,21513,119,21,81,1,2,679.827592,2,2,0,1,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
91,10656.88195,72540,88,7,3,0,2,631.743039,1,0,0,0,2011,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,2
92,2527.653796,80744,63,24,84,0,1,11.879037,0,0,1,0,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,1
93,2672.095756,52822,67,23,88,0,1,350.529033,0,0,0,1,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,2
94,5313.294035,0,77,8,10,1,9,863.3947,1,1,0,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
95,20946.19251,69738,74,2,26,1,2,492.127532,0,0,0,2,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
96,8375.353929,17780,109,12,18,0,9,132.588288,0,2,1,0,2011,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
97,4801.661503,18107,62,29,11,0,8,297.6,0,2,0,0,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
98,5745.94334,57740,74,30,87,3,9,269.905129,0,0,2,0,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
99,6066.115969,32627,76,11,60,0,7,380.036697,1,0,0,1,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
100,8002.308333,0,107,3,65,0,3,513.6,0,1,0,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
101,2393.915369,0,70,24,10,0,1,425.266308,0,1,0,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
102,4762.8179,65795,62,2,85,1,3,49.011099,0,0,1,0,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2011,1
103,4330.38602,60475,107,9,18,0,1,513.6,2,0,0,0,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
104,9402.729769,0,130,28,88,0,4,936.0,1,1,0,0,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,2
105,6966.694527,41837,88,29,93,0,9,142.062768,1,0,1,1,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
106,7694.064293,32303,65,13,34,0,2,45.152521,0,0,1,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
107,8717.561149,0,117,5,89,1,3,561.6,0,1,0,0,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
108,5928.748528,40531,74,17,32,0,9,30.567357,0,0,1,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
109,2452.977288,79898,62,5,86,1,1,271.606799,0,0,2,0,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,2
110,6701.571657,56398,85,4,18,0,7,408.0,1,0,0,1,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
111,7556.24034,35257,98,16,2,1,8,470.4,1,0,0,1,2011,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2011,2
112,8492.6988,27804,109,19,54,0,7,784.8,0,0,0,0,2011,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
113,7713.494046,45506,66,16,32,2,2,316.8,0,0,0,0,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,2
114,24084.5352,65196,67,0,54,0,2,396.082036,0,0,0,0,2011,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
115,7290.069769,0,102,11,70,1,3,489.6,0,1,0,0,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,2
116,4772.943848,20993,133,35,90,0,1,638.4,1,4,0,0,2011,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2011,2
117,6806.491395,37839,86,35,77,0,9,465.633954,1,0,0,0,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
118,2469.781334,92711,62,24,10,0,1,368.400146,0,0,0,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
119,3103.923041,74665,78,10,90,2,1,236.902001,1,0,2,0,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,2
120,2981.875575,0,83,26,89,0,1,582.679087,1,1,0,0,2011,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
121,8902.737595,46833,112,6,3,0,9,64.109663,0,0,1,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
122,5499.447223,88768,68,17,77,0,7,326.4,0,0,0,1,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
123,15023.59858,28262,192,9,77,0,3,921.6,0,0,0,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
124,2509.107875,33555,63,17,11,0,1,101.89645,0,0,1,0,2011,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
125,31221.7481,42780,113,10,27,1,2,542.4,2,0,0,0,2011,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2011,1
126,3133.503432,58850,78,20,26,0,1,143.747794,1,0,1,0,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,2
127,3837.451863,21880,97,29,37,0,1,424.077159,1,0,2,0,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2011,1
128,11790.49617,25251,66,13,43,0,2,316.8,0,4,0,0,2011,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2011,1
129,7838.068321,0,69,9,12,0,2,2.704934,0,1,1,0,2011,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
130,4305.808345,24188,109,14,82,0,1,523.2,0,0,0,0,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
131,5973.976904,41611,74,14,8,0,8,113.801497,0,0,1,0,2011,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2011,1
132,5670.442396,28406,72,16,35,1,4,192.87572,0,0,2,0,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
133,4731.749346,69833,118,32,99,0,1,828.662719,2,0,0,1,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,1
134,8026.379641,0,74,15,91,0,2,532.8,0,1,0,1,2011,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2011,2
135,4022.963529,0,117,6,1,0,1,975.107098,0,1,0,0,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
136,9618.310865,80536,119,5,83,0,3,53.798708,0,0,1,0,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2011,1
137,2274.775451,0,63,2,5,0,1,606.642452,0,1,0,1,2011,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
138,9552.926922,97732,79,0,70,0,2,289.9122,1,0,2,0,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
139,10388.55323,61222,89,20,55,0,2,392.604371,1,0,2,1,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2011,1
140,2470.121222,0,74,7,20,0,1,721.242206,0,1,0,2,2011,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
141,5619.068508,50335,140,9,54,0,1,456.52385,2,0,2,0,2011,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
142,9047.119209,0,127,30,11,0,6,1087.995426,1,1,0,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
143,6692.143668,63221,168,28,49,0,1,806.4,2,0,0,0,2011,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,2
144,3731.504584,0,96,31,34,0,1,460.8,1,1,0,2,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
145,3660.770258,64495,92,34,30,0,1,251.992083,1,0,2,0,2011,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,1
146,7928.829252,0,72,7,75,0,2,345.6,0,1,0,0,2011,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,1
147,5011.751577,28859,67,24,51,3,4,321.6,0,0,0,0,2011,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2011,1
148,7988.258292,77330,99,0,21,0,3,99.257608,1,0,1,0,2011,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
149,3885.456401,0,105,3,92,0,1,504.0,2,1,0,2,2011,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011,2
150,2659.337982,24495,70,29,65,0,1,336.0,0,0,0,1,2011,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1
151,8564.768226,95697,107,29,29,0,9,178.006524,0,0,1,0,2011,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
152,4885.162511,26372,126,11,7,0,1,604.8,1,3,0,0,2011,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
153,9753.307106,17514,127,2,5,0,3,8.312729,1,2,1,0,2011,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
154,2946.153697,89270,74,17,90,0,1,316.599228,0,0,2,0,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,2
155,2581.110945,29757,65,13,55,0,1,312.0,0,0,0,1,2011,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2011,2
